source,consumer_type,consumption_band,tax,iso2,period,metric_type,value,is_flagged
Eurostat,Household,KWH_LT1000,I_TAX,CY,2020-S1,Electricity price (EUR per KWH),0.3547,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2020-S2,Electricity price (EUR per KWH),0.3218,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2021-S1,Electricity price (EUR per KWH),0.3616,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2021-S2,Electricity price (EUR per KWH),0.4209,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2022-S1,Electricity price (EUR per KWH),0.3642,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2022-S2,Electricity price (EUR per KWH),0.5587,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2023-S1,Electricity price (EUR per KWH),0.6151,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2023-S2,Electricity price (EUR per KWH),0.6676,
Eurostat,Household,KWH_LT1000,I_TAX,CY,2024-S1,Electricity price (EUR per KWH),0.6234,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2007-S1,Electricity price (EUR per KWH),0.2106,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2007-S2,Electricity price (EUR per KWH),0.2166,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2008-S1,Electricity price (EUR per KWH),0.2492,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2008-S2,Electricity price (EUR per KWH),0.2541,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2009-S1,Electricity price (EUR per KWH),0.2517,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2009-S2,Electricity price (EUR per KWH),0.2651,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2010-S1,Electricity price (EUR per KWH),0.2612,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2010-S2,Electricity price (EUR per KWH),0.2703,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2011-S1,Electricity price (EUR per KWH),0.2883,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2011-S2,Electricity price (EUR per KWH),0.2827,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2012-S1,Electricity price (EUR per KWH),0.2915,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2012-S2,Electricity price (EUR per KWH),0.2921,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2013-S1,Electricity price (EUR per KWH),0.2922,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2013-S2,Electricity price (EUR per KWH),0.286,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2014-S1,Electricity price (EUR per KWH),0.2587,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2014-S2,Electricity price (EUR per KWH),0.257,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2015-S1,Electricity price (EUR per KWH),0.2578,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2015-S2,Electricity price (EUR per KWH),0.262,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2016-S1,Electricity price (EUR per KWH),0.267,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2016-S2,Electricity price (EUR per KWH),0.2671,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2017-S1,Electricity price (EUR per KWH),0.2693,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2017-S2,Electricity price (EUR per KWH),0.2787,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2018-S1,Electricity price (EUR per KWH),0.2878,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2018-S2,Electricity price (EUR per KWH),0.2951,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2019-S1,Electricity price (EUR per KWH),0.3204,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2019-S2,Electricity price (EUR per KWH),0.3216,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2020-S1,Electricity price (EUR per KWH),0.3242,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2020-S2,Electricity price (EUR per KWH),0.3255,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2021-S1,Electricity price (EUR per KWH),0.3226,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2021-S2,Electricity price (EUR per KWH),0.3302,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2022-S1,Electricity price (EUR per KWH),0.427,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2022-S2,Electricity price (EUR per KWH),-0.0646,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2023-S1,Electricity price (EUR per KWH),0.5493,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2023-S2,Electricity price (EUR per KWH),0.5439,
Eurostat,Household,KWH_LT1000,I_TAX,CZ,2024-S1,Electricity price (EUR per KWH),0.5739,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2007-S1,Electricity price (EUR per KWH),0.3232,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2007-S2,Electricity price (EUR per KWH),0.3347,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2008-S1,Electricity price (EUR per KWH),0.3415,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2008-S2,Electricity price (EUR per KWH),0.348,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2009-S1,Electricity price (EUR per KWH),0.3599,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2009-S2,Electricity price (EUR per KWH),0.3567,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2010-S1,Electricity price (EUR per KWH),0.3664,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2010-S2,Electricity price (EUR per KWH),0.3725,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2011-S1,Electricity price (EUR per KWH),0.3835,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2011-S2,Electricity price (EUR per KWH),0.3831,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2012-S1,Electricity price (EUR per KWH),0.3917,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2012-S2,Electricity price (EUR per KWH),0.4028,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2013-S1,Electricity price (EUR per KWH),0.4257,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2013-S2,Electricity price (EUR per KWH),0.4267,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2014-S1,Electricity price (EUR per KWH),0.4329,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2014-S2,Electricity price (EUR per KWH),0.4336,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2015-S1,Electricity price (EUR per KWH),0.4366,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2015-S2,Electricity price (EUR per KWH),0.4358,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2016-S1,Electricity price (EUR per KWH),0.4555,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2016-S2,Electricity price (EUR per KWH),0.4517,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2017-S1,Electricity price (EUR per KWH),0.4742,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2017-S2,Electricity price (EUR per KWH),0.4732,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2018-S1,Electricity price (EUR per KWH),0.4731,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2018-S2,Electricity price (EUR per KWH),0.4758,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2019-S1,Electricity price (EUR per KWH),0.4985,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2019-S2,Electricity price (EUR per KWH),0.457,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2020-S1,Electricity price (EUR per KWH),0.4752,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2020-S2,Electricity price (EUR per KWH),0.442,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2021-S1,Electricity price (EUR per KWH),0.4606,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2021-S2,Electricity price (EUR per KWH),0.4756,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2022-S1,Electricity price (EUR per KWH),0.4795,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2022-S2,Electricity price (EUR per KWH),0.5164,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2023-S1,Electricity price (EUR per KWH),0.5741,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2023-S2,Electricity price (EUR per KWH),0.5779,
Eurostat,Household,KWH_LT1000,I_TAX,DE,2024-S1,Electricity price (EUR per KWH),0.5803,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2007-S2,Electricity price (EUR per KWH),0.2676,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2008-S1,Electricity price (EUR per KWH),0.292,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2008-S2,Electricity price (EUR per KWH),0.307,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2009-S1,Electricity price (EUR per KWH),0.2991,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2009-S2,Electricity price (EUR per KWH),0.2847,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2010-S1,Electricity price (EUR per KWH),0.2973,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2010-S2,Electricity price (EUR per KWH),0.301,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2011-S1,Electricity price (EUR per KWH),0.3215,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2011-S2,Electricity price (EUR per KWH),0.3283,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2012-S1,Electricity price (EUR per KWH),0.3308,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2012-S2,Electricity price (EUR per KWH),0.3278,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2013-S1,Electricity price (EUR per KWH),0.3304,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2013-S2,Electricity price (EUR per KWH),0.3217,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2014-S1,Electricity price (EUR per KWH),0.3325,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2014-S2,Electricity price (EUR per KWH),0.3314,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2015-S1,Electricity price (EUR per KWH),0.3865,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2015-S2,Electricity price (EUR per KWH),0.3837,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2016-S1,Electricity price (EUR per KWH),0.3843,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2016-S2,Electricity price (EUR per KWH),0.386,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2017-S1,Electricity price (EUR per KWH),0.3767,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2017-S2,Electricity price (EUR per KWH),0.3718,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2018-S1,Electricity price (EUR per KWH),0.3838,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2018-S2,Electricity price (EUR per KWH),0.3935,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2019-S1,Electricity price (EUR per KWH),0.3662,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2019-S2,Electricity price (EUR per KWH),0.3671,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2020-S1,Electricity price (EUR per KWH),0.3588,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2020-S2,Electricity price (EUR per KWH),0.3585,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2021-S1,Electricity price (EUR per KWH),0.3594,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2021-S2,Electricity price (EUR per KWH),0.4174,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2022-S1,Electricity price (EUR per KWH),0.5275,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2022-S2,Electricity price (EUR per KWH),0.6543,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2023-S1,Electricity price (EUR per KWH),0.4634,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2023-S2,Electricity price (EUR per KWH),0.4295,
Eurostat,Household,KWH_LT1000,I_TAX,DK,2024-S1,Electricity price (EUR per KWH),0.4499,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2007-S1,Electricity price (EUR per KWH),0.323,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2007-S2,Electricity price (EUR per KWH),0.2687,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2008-S1,Electricity price (EUR per KWH),0.2763,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2008-S2,Electricity price (EUR per KWH),0.2835,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2009-S1,Electricity price (EUR per KWH),0.2811,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2009-S2,Electricity price (EUR per KWH),0.2851,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2010-S1,Electricity price (EUR per KWH),0.2953,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2010-S2,Electricity price (EUR per KWH),0.2969,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2011-S1,Electricity price (EUR per KWH),0.3032,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2011-S2,Electricity price (EUR per KWH),0.3078,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2012-S1,Electricity price (EUR per KWH),0.3041,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2012-S2,Electricity price (EUR per KWH),0.3171,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2013-S1,Electricity price (EUR per KWH),0.332,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2013-S2,Electricity price (EUR per KWH),0.3359,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2014-S1,Electricity price (EUR per KWH),0.3479,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2014-S2,Electricity price (EUR per KWH),0.3497,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2015-S1,Electricity price (EUR per KWH),0.3601,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2015-S2,Electricity price (EUR per KWH),0.3591,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2016-S1,Electricity price (EUR per KWH),0.3663,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2016-S2,Electricity price (EUR per KWH),0.3691,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2017-S1,Electricity price (EUR per KWH),0.3796,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2017-S2,Electricity price (EUR per KWH),0.3678,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2018-S1,Electricity price (EUR per KWH),0.3888,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2018-S2,Electricity price (EUR per KWH),0.4094,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2019-S1,Electricity price (EUR per KWH),0.4376,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2019-S2,Electricity price (EUR per KWH),0.4151,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2020-S1,Electricity price (EUR per KWH),0.4327,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2020-S2,Electricity price (EUR per KWH),0.4198,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2021-S1,Electricity price (EUR per KWH),0.4204,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2021-S2,Electricity price (EUR per KWH),0.408,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2022-S1,Electricity price (EUR per KWH),0.4084,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2022-S2,Electricity price (EUR per KWH),0.4277,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2023-S1,Electricity price (EUR per KWH),0.4692,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2023-S2,Electricity price (EUR per KWH),0.4668,
Eurostat,Household,KWH_LT1000,I_TAX,EA,2024-S1,Electricity price (EUR per KWH),0.4883,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2007-S2,Electricity price (EUR per KWH),0.0812,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2008-S1,Electricity price (EUR per KWH),0.0838,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2008-S2,Electricity price (EUR per KWH),0.0872,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2009-S1,Electricity price (EUR per KWH),0.0945,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2009-S2,Electricity price (EUR per KWH),0.0947,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2010-S1,Electricity price (EUR per KWH),0.0995,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2010-S2,Electricity price (EUR per KWH),0.103,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2011-S1,Electricity price (EUR per KWH),0.1008,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2011-S2,Electricity price (EUR per KWH),0.1069,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2012-S1,Electricity price (EUR per KWH),0.1143,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2012-S2,Electricity price (EUR per KWH),0.1152,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2013-S1,Electricity price (EUR per KWH),0.1424,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2013-S2,Electricity price (EUR per KWH),0.1408,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2014-S1,Electricity price (EUR per KWH),0.1347,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2014-S2,Electricity price (EUR per KWH),0.1374,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2015-S1,Electricity price (EUR per KWH),0.1347,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2015-S2,Electricity price (EUR per KWH),0.1322,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2016-S1,Electricity price (EUR per KWH),0.1247,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2016-S2,Electricity price (EUR per KWH),0.128,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2017-S1,Electricity price (EUR per KWH),0.1237,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2017-S2,Electricity price (EUR per KWH),0.137,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2018-S1,Electricity price (EUR per KWH),0.1537,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2018-S2,Electricity price (EUR per KWH),0.1592,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2019-S1,Electricity price (EUR per KWH),0.1644,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2019-S2,Electricity price (EUR per KWH),0.1633,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2020-S1,Electricity price (EUR per KWH),0.156,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2020-S2,Electricity price (EUR per KWH),0.1607,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2021-S1,Electricity price (EUR per KWH),0.1702,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2021-S2,Electricity price (EUR per KWH),0.2112,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2022-S1,Electricity price (EUR per KWH),0.2444,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2022-S2,Electricity price (EUR per KWH),0.2946,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2023-S1,Electricity price (EUR per KWH),0.2909,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2023-S2,Electricity price (EUR per KWH),0.3043,
Eurostat,Household,KWH_LT1000,I_TAX,EE,2024-S1,Electricity price (EUR per KWH),0.3101,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2007-S2,Electricity price (EUR per KWH),0.1187,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2008-S1,Electricity price (EUR per KWH),0.1222,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2008-S2,Electricity price (EUR per KWH),0.1055,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2009-S1,Electricity price (EUR per KWH),0.1049,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2009-S2,Electricity price (EUR per KWH),0.1099,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2010-S1,Electricity price (EUR per KWH),0.1175,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2010-S2,Electricity price (EUR per KWH),0.1181,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2011-S1,Electricity price (EUR per KWH),0.158,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2011-S2,Electricity price (EUR per KWH),0.1424,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2012-S1,Electricity price (EUR per KWH),0.1818,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2012-S2,Electricity price (EUR per KWH),0.1583,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2013-S1,Electricity price (EUR per KWH),0.2071,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2013-S2,Electricity price (EUR per KWH),0.196,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2014-S1,Electricity price (EUR per KWH),0.2302,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2014-S2,Electricity price (EUR per KWH),0.2123,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2015-S1,Electricity price (EUR per KWH),0.2629,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2015-S2,Electricity price (EUR per KWH),0.2252,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2016-S1,Electricity price (EUR per KWH),0.2642,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2016-S2,Electricity price (EUR per KWH),0.2044,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2017-S1,Electricity price (EUR per KWH),0.23,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2017-S2,Electricity price (EUR per KWH),0.207,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2018-S1,Electricity price (EUR per KWH),0.2303,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2018-S2,Electricity price (EUR per KWH),0.2099,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2019-S1,Electricity price (EUR per KWH),0.2216,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2019-S2,Electricity price (EUR per KWH),0.1983,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2020-S1,Electricity price (EUR per KWH),0.2082,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2020-S2,Electricity price (EUR per KWH),0.2109,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2021-S1,Electricity price (EUR per KWH),0.2397,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2021-S2,Electricity price (EUR per KWH),0.2381,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2022-S1,Electricity price (EUR per KWH),0.2634,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2022-S2,Electricity price (EUR per KWH),0.3252,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2023-S1,Electricity price (EUR per KWH),0.3584,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2023-S2,Electricity price (EUR per KWH),0.3783,
Eurostat,Household,KWH_LT1000,I_TAX,EL,2024-S1,Electricity price (EUR per KWH),0.4887,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2007-S2,Electricity price (EUR per KWH),0.2966,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2008-S1,Electricity price (EUR per KWH),0.3009,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2008-S2,Electricity price (EUR per KWH),0.3197,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2009-S1,Electricity price (EUR per KWH),0.3097,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2009-S2,Electricity price (EUR per KWH),0.3184,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2010-S1,Electricity price (EUR per KWH),0.387,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2010-S2,Electricity price (EUR per KWH),0.3629,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2011-S1,Electricity price (EUR per KWH),0.3584,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2011-S2,Electricity price (EUR per KWH),0.3775,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2012-S1,Electricity price (EUR per KWH),0.3418,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2012-S2,Electricity price (EUR per KWH),0.3726,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2013-S1,Electricity price (EUR per KWH),0.3714,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2013-S2,Electricity price (EUR per KWH),0.4024,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2014-S1,Electricity price (EUR per KWH),0.476,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2014-S2,Electricity price (EUR per KWH),0.4664,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2015-S1,Electricity price (EUR per KWH),0.5072,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2015-S2,Electricity price (EUR per KWH),0.5294,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2016-S1,Electricity price (EUR per KWH),0.5215,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2016-S2,Electricity price (EUR per KWH),0.5043,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2017-S1,Electricity price (EUR per KWH),0.5735,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2017-S2,Electricity price (EUR per KWH),0.5696,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2018-S1,Electricity price (EUR per KWH),0.5952,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2018-S2,Electricity price (EUR per KWH),0.5704,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2019-S1,Electricity price (EUR per KWH),0.657,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2019-S2,Electricity price (EUR per KWH),0.5607,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2020-S1,Electricity price (EUR per KWH),0.6698,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2020-S2,Electricity price (EUR per KWH),0.6214,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2021-S1,Electricity price (EUR per KWH),0.5888,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2021-S2,Electricity price (EUR per KWH),0.5176,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2022-S1,Electricity price (EUR per KWH),0.593,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2022-S2,Electricity price (EUR per KWH),0.562,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2023-S1,Electricity price (EUR per KWH),0.5002,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2023-S2,Electricity price (EUR per KWH),0.4323,
Eurostat,Household,KWH_LT1000,I_TAX,ES,2024-S1,Electricity price (EUR per KWH),0.515,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2007-S1,Electricity price (EUR per KWH),0.2992,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2007-S2,Electricity price (EUR per KWH),0.2545,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2008-S1,Electricity price (EUR per KWH),0.2642,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2008-S2,Electricity price (EUR per KWH),0.2711,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2009-S1,Electricity price (EUR per KWH),0.2646,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2009-S2,Electricity price (EUR per KWH),0.2701,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2010-S1,Electricity price (EUR per KWH),0.2841,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2010-S2,Electricity price (EUR per KWH),0.2847,
